company_name,company_location,reporting_quarter,economic_condition_tag,revenue_growth,profit_margin,stock_price_change,past_layoffs,total_employees,job_title,tech_stack,role_demand_index,department_resilience_index,tech_stack_trend_score,years_at_company,salary_range,performance_rating,department,remote_work,role_layoff_rate,industry,industry_layoff_rate,unemployment_rate,inflation_rate
Tata Consultancy Services (TCS),Kochi,Q2 2023,Recession,3.01,16.65,17.0,No,571254,DevOps Engineer,Linux + Ansible + Observability,8.12,7.68,7.65,5,2098264,4,Engineering,Yes,1.342,Information Technology,2.44,7.9,6.75
Tata Consultancy Services (TCS),Gurugram,Q4 2025,Stable,5.86,19.13,28.68,Yes,638579,DevOps Engineer,Terraform + CI/CD + GCP,8.55,7.96,7.93,2,2069108,3,Engineering,No,1.511,Information Technology,1.51,6.54,5.73
Amazon Development Centre India Pvt Ltd,Bengaluru,Q4 2024,Growth,16.02,8.86,16.42,No,153348,Engineering Manager,Agile + Jira + Architecture Reviews,7.36,6.94,6.16,4,5718562,5,Management,No,0.684,E-commerce,1.7,5.42,5.65
Amazon Development Centre India Pvt Ltd,Pune,Q3 2025,Stable,12.72,10.81,16.19,No,171158,Software Engineer,Go + Microservices,8.31,8.36,7.44,4,1875865,2,Engineering,Yes,1.563,E-commerce,2.15,5.49,5.25
HDFC Bank,Delhi,Q2 2025,Growth,10.13,22.79,5.7,Yes,171272,Site Reliability Engineer,Linux + Prometheus + Grafana,8.51,8.02,7.09,11,4507459,4,Engineering,Yes,0.528,Financial Services,0.25,6.16,5.17
Mahindra & Mahindra,Chennai,Q4 2025,Recovery,1.81,13.2,5.11,No,82649,Cybersecurity Analyst,VAPT + Incident Response,8.23,8.46,7.01,1,1503083,3,IT,No,1.417,Manufacturing,1.72,5.73,5.43
Capgemini India,Mumbai,Q4 2024,Recovery,8.12,17.0,2.05,Yes,177862,Business Analyst,SQL + Excel + Process Mapping,6.51,5.86,5.54,11,2785089,3,Management,No,2.694,Consulting,1.62,6.01,5.68
Axis Bank,Pune,Q3 2024,Growth,8.45,22.36,7.1,No,104450,Technical Lead,Java + Spring Boot,8.04,8.21,6.39,5,2876747,3,Engineering,Yes,0.819,Financial Services,0.5,6.38,5.31
LTIMindtree,Chennai,Q3 2024,Growth,11.61,21.9,27.27,Yes,76913,Software Engineer,Java + Spring Boot,8.3,8.52,7.3,3,1727437,3,Engineering,Yes,0.829,Information Technology,0.51,5.56,5.2
Amazon Development Centre India Pvt Ltd,Hyderabad,Q4 2023,Stable,15.36,13.52,22.03,Yes,138328,Technical Lead,Java + Spring Boot,7.73,8.38,7.01,2,2628323,3,Engineering,No,1.589,E-commerce,1.57,5.78,5.92
PwC India,Noida,Q4 2024,Stable,9.93,16.72,17.51,Yes,63871,Support Engineer,ITSM + Linux + SQL,6.16,7.56,6.22,2,860313,4,IT,No,2.407,Consulting,1.17,6.13,5.36
Tata Consultancy Services (TCS),Gurugram,Q4 2023,Growth,16.38,19.3,22.36,No,610402,UI/UX Designer,UX Research + Prototyping,7.46,7.26,7.04,8,2788692,4,Product,Yes,0.428,Information Technology,0.96,7.51,5.82
Mahindra & Mahindra,Chennai,Q1 2023,Recovery,3.2,12.26,7.75,Yes,82062,Software Engineer,Node.js + React,7.92,7.97,6.7,2,1690015,5,Engineering,Yes,1.53,Manufacturing,2.14,7.89,6.75
Mphasis,Noida,Q2 2023,Stable,10.21,17.18,15.11,Yes,40619,Senior Software Engineer,Node.js + React,7.56,7.94,6.63,2,2109343,4,Engineering,Yes,1.603,Information Technology,1.3,8.32,6.94
Capgemini India,Noida,Q3 2023,Recovery,6.98,16.23,11.67,Yes,196514,Site Reliability Engineer,Linux + Prometheus + Grafana,8.15,7.83,7.13,9,2848119,3,Engineering,Yes,1.569,Consulting,1.32,7.3,6.16
Accenture India Pvt Ltd,Gurugram,Q2 2023,Recovery,6.86,19.79,20.66,No,324252,Machine Learning Engineer,Python + TensorFlow + MLOps,9.25,7.73,9.21,3,3033638,3,Analytics,Yes,0.452,Consulting,1.51,7.85,6.97
Wipro Limited,Noida,Q1 2023,Recovery,7.59,18.47,16.64,Yes,203647,Machine Learning Engineer,PyTorch + Kubernetes + MLflow,9.13,7.14,8.17,2,2382512,2,Analytics,Yes,1.977,Information Technology,1.79,8.16,6.95
Tata Consultancy Services (TCS),Bengaluru,Q1 2025,Growth,18.03,23.08,27.57,No,609904,Finance Analyst,Excel + Power BI + SQL,5.66,6.1,4.97,2,1581334,3,Finance,Yes,1.681,Information Technology,0.54,5.28,5.43
Tata Consultancy Services (TCS),Chennai,Q2 2025,Stable,9.85,15.28,16.18,No,649661,HR Specialist,People Analytics + HR Operations,5.16,5.13,5.44,1,963249,3,HR,Yes,2.495,Information Technology,1.36,5.31,5.45
Cognizant India,Hyderabad,Q4 2024,Stable,13.56,19.46,17.59,No,243747,DevOps Engineer,Docker + Kubernetes + AWS,8.99,8.21,8.08,3,2134316,4,Engineering,No,0.823,Information Technology,1.46,5.25,4.85
Amazon India,Pune,Q2 2025,Growth,12.0,14.19,21.61,No,125083,Finance Analyst,Excel + Power BI + SQL,5.89,6.64,5.4,4,2377835,4,Finance,No,2.626,E-commerce,1.27,6.02,5.03
Capgemini India,Noida,Q1 2025,Growth,12.84,20.44,17.67,No,178991,QA Engineer,Playwright + CI Test Automation,7.42,8.16,7.92,9,1911845,4,Engineering,No,0.344,Consulting,0.5,6.21,5.39
Amazon Development Centre India Pvt Ltd,Kolkata,Q4 2023,Recovery,10.49,11.24,9.62,No,156939,Senior Software Engineer,Node.js + React,7.88,7.52,7.12,6,2769622,3,Engineering,No,2.378,E-commerce,2.45,7.36,5.59
Capgemini India,Coimbatore,Q3 2025,Recession,1.72,15.0,-0.56,No,169839,Senior Software Engineer,Java + Spring Boot,7.28,7.43,7.53,2,1584997,3,Engineering,No,2.35,Consulting,2.27,6.61,5.26
Meesho,Gurugram,Q2 2024,Recovery,13.92,14.0,18.23,No,8267,Software Engineer,Python + FastAPI,8.04,7.57,7.17,4,1902213,2,Engineering,Yes,2.522,E-commerce,2.24,6.3,5.88
Cognizant India,Bengaluru,Q1 2025,Stable,9.14,18.12,16.2,Yes,247644,Cybersecurity Analyst,Cloud Security + IAM + Zero Trust,9.01,7.41,8.26,6,2652030,3,IT,Yes,0.892,Information Technology,1.56,5.57,5.35
IBM India,Chennai,Q1 2025,Growth,9.55,19.21,20.38,Yes,125932,Customer Success Manager,CRM + Customer Analytics,7.22,6.48,6.41,16,2948983,4,Operations,Yes,1.583,Information Technology,0.86,5.67,5.2
Jio Platforms,Mumbai,Q1 2025,Growth,9.33,14.24,11.7,No,83301,Senior Software Engineer,Python + Django,8.23,8.56,6.47,5,2425418,5,Engineering,No,0.849,Telecommunications,1.38,5.47,5.29
Larsen & Toubro,Chennai,Q3 2024,Growth,5.11,10.84,10.58,No,47296,Customer Success Manager,SaaS Onboarding + QBR Playbooks,6.7,6.62,5.91,11,2505452,4,Operations,No,1.533,Manufacturing,1.06,6.11,5.67
Amazon Development Centre India Pvt Ltd,Mumbai,Q3 2025,Stable,12.97,13.41,5.76,Yes,145393,Product Manager,Product Analytics + SQL + A/B Testing,6.96,6.88,6.97,3,4742140,3,Product,No,2.274,E-commerce,1.7,5.73,5.2
Cipla,Hyderabad,Q4 2024,Growth,9.22,20.55,18.58,No,23732,Senior Software Engineer,Java + Spring Boot,8.42,8.23,7.26,5,2591498,3,Engineering,No,0.52,Healthcare,0.38,5.6,5.32
Capgemini India,Bengaluru,Q4 2023,Recession,5.44,16.9,20.48,Yes,173338,Senior Software Engineer,Python + Django,7.63,8.03,5.42,7,3558678,4,Engineering,No,1.884,Consulting,2.1,6.42,6.3
Apollo Hospitals,Chennai,Q2 2024,Growth,5.41,19.05,8.34,No,72461,Software Engineer,Node.js + React,8.09,7.64,7.37,6,1820162,4,Engineering,No,0.379,Healthcare,0.36,5.69,6.01
Axis Bank,Coimbatore,Q2 2024,Stable,1.47,20.41,0.82,No,93420,Data Analyst,Excel + SQL + Reporting,6.72,7.42,4.18,4,1428176,4,Analytics,Yes,1.669,Financial Services,0.63,6.85,6.11
Cognizant India,Kochi,Q1 2024,Growth,9.24,20.13,21.17,Yes,249949,Data Analyst,SQL + Power BI + Excel,7.62,8.07,6.98,6,2133175,4,Analytics,Yes,1.38,Information Technology,0.84,6.75,6.03
HDFC Bank,Noida,Q4 2023,Recovery,3.86,19.75,12.52,No,177543,Software Engineer,Python + FastAPI,7.5,7.99,6.58,3,1741583,3,Engineering,Yes,0.988,Financial Services,1.26,7.77,6.08
Axis Bank,Mumbai,Q1 2024,Recession,-1.46,20.25,9.59,Yes,96038,Senior Software Engineer,Java + Spring Boot,7.27,7.72,7.03,4,1894099,4,Engineering,Yes,2.363,Financial Services,2.15,5.82,6.13
Tata Consultancy Services (TCS),Pune,Q1 2023,Recovery,7.24,17.47,16.45,No,597649,Finance Analyst,Excel + Power BI + SQL,6.08,5.78,5.94,1,1731572,3,Finance,Yes,2.93,Information Technology,1.95,6.86,6.72
Capgemini India,Chennai,Q2 2024,Stable,10.58,19.02,27.25,No,187541,Sales Executive,CRM + Sales Analytics,5.84,5.95,5.7,2,997001,4,Sales,No,2.246,Consulting,0.54,6.3,5.72
Accenture India Pvt Ltd,Hyderabad,Q2 2025,Growth,13.01,20.31,12.84,Yes,298979,Solution Architect,Enterprise Integration + API Design,8.29,7.21,7.27,7,5794203,4,Engineering,Yes,0.479,Consulting,0.89,5.53,5.08
IBM India,Noida,Q4 2023,Stable,9.75,18.19,6.15,No,142143,Technical Lead,Java + Spring Boot,7.29,8.42,6.69,11,5786262,4,Engineering,No,1.146,Information Technology,1.31,7.26,5.97
Wipro Limited,Bengaluru,Q3 2023,Stable,4.93,13.0,9.16,No,234472,Software Engineer,Python + FastAPI,7.84,7.81,7.02,4,1979180,5,Engineering,Yes,1.125,Information Technology,1.57,6.62,6.62
Accenture India Pvt Ltd,Gurugram,Q1 2023,Recovery,4.19,19.35,13.86,Yes,290947,Product Manager,Roadmapping + Jira + Experimentation,7.38,6.89,6.58,3,5925660,5,Product,Yes,1.691,Consulting,1.32,7.7,6.59
Bharti Airtel,Bengaluru,Q3 2024,Stable,3.88,13.0,6.87,Yes,68364,DevOps Engineer,Linux + Ansible + Observability,8.37,8.47,7.3,6,2153145,3,Engineering,No,1.959,Telecommunications,2.23,5.63,5.71
ICICI Bank,Hyderabad,Q4 2024,Recession,3.54,19.35,13.89,Yes,127104,Data Scientist,Python + ML + SQL,7.81,7.43,7.55,5,3653555,4,Analytics,No,2.489,Financial Services,2.3,6.01,5.0
Wipro Limited,Kochi,Q4 2024,Recession,5.73,20.03,5.15,Yes,215399,Customer Success Manager,CRM + Customer Analytics,4.94,6.29,5.51,12,1336157,3,Operations,Yes,3.625,Information Technology,2.5,5.85,5.3
Meesho,Chennai,Q1 2025,Stable,15.0,14.6,23.19,No,5955,Technical Lead,.NET + Azure,7.11,8.8,6.68,3,2922806,3,Engineering,Yes,2.115,E-commerce,1.77,5.34,5.42
Infosys,Pune,Q4 2025,Recovery,10.33,16.6,18.58,No,365190,Finance Analyst,Excel + Power BI + SQL,5.9,5.47,5.88,3,1152830,2,Finance,No,2.819,Information Technology,1.64,6.22,5.62
Tata Consultancy Services (TCS),Kolkata,Q1 2025,Stable,11.25,14.73,20.75,No,705202,Finance Analyst,SAP + Financial Modeling,5.87,5.66,4.93,3,1239686,4,Finance,No,2.266,Information Technology,1.28,6.53,5.02
Infosys,Delhi,Q4 2025,Growth,9.34,19.14,17.99,No,338980,Senior Software Engineer,.NET + Azure,7.85,8.36,6.89,9,3523403,5,Engineering,Yes,0.106,Information Technology,1.15,6.48,5.27
Infosys,Mumbai,Q2 2025,Stable,13.26,19.19,12.62,No,363098,Accountant,Tally + Excel + GST,5.03,5.93,4.2,13,1702174,4,Finance,Yes,2.309,Information Technology,1.21,5.53,5.34
Capgemini India,Gurugram,Q4 2025,Stable,13.29,21.07,20.93,Yes,202388,Project Manager,Program Planning + Risk Tracking,6.95,6.49,5.85,4,3647558,4,Management,Yes,2.115,Consulting,0.99,6.23,5.93
Infosys,Ahmedabad,Q1 2023,Stable,5.7,16.37,10.08,Yes,310882,Business Analyst,Data Modeling + Power BI + Requirements,6.15,6.61,7.26,1,1192341,3,Management,Yes,2.206,Information Technology,1.32,8.76,7.11
Amazon Development Centre India Pvt Ltd,Chennai,Q3 2025,Growth,10.89,10.79,18.82,No,186027,Cybersecurity Analyst,SIEM + SOC + Threat Hunting,8.87,7.72,7.77,3,2157281,2,IT,Yes,1.22,E-commerce,1.71,5.67,5.6
PwC India,Pune,Q3 2024,Recovery,6.03,21.39,14.17,No,58372,Software Engineer,Java + Spring Boot,8.02,7.83,7.09,1,1578099,4,Engineering,No,1.862,Consulting,1.72,5.61,5.6
Tech Mahindra Ltd.,Gurugram,Q2 2024,Stable,11.26,19.64,26.81,No,160947,Senior Software Engineer,Python + Django,7.9,8.04,7.21,6,2925572,5,Engineering,No,0.476,Information Technology,1.28,6.54,5.72
Axis Bank,Mumbai,Q3 2024,Stable,10.3,22.86,21.21,Yes,82039,DevOps Engineer,Linux + Ansible + Observability,8.07,7.75,7.11,7,2757885,4,Engineering,Yes,1.204,Financial Services,1.18,5.83,5.55
Microsoft India,Mumbai,Q2 2025,Growth,13.71,17.06,17.06,No,25902,Accountant,SAP Finance + Compliance,5.44,5.94,6.61,1,1136193,3,Finance,No,1.584,Information Technology,0.61,5.49,5.53
Cipla,Mumbai,Q1 2024,Recovery,2.68,17.39,4.32,Yes,25587,Software Engineer,Python + FastAPI,7.31,7.49,7.49,0,1201181,3,Engineering,Yes,1.775,Healthcare,0.93,6.14,5.49
LTIMindtree,Bengaluru,Q2 2025,Growth,12.99,18.04,23.37,No,88761,Technical Lead,.NET + Azure,7.25,8.64,7.01,12,4320202,3,Engineering,Yes,1.159,Information Technology,1.34,5.17,5.32
HDFC Bank,Gurugram,Q1 2024,Recession,3.54,16.39,-10.0,Yes,196685,DevOps Engineer,Docker + Kubernetes + AWS,8.46,7.98,8.65,1,2343457,3,Engineering,No,2.053,Financial Services,2.35,6.77,5.87
Wipro Limited,Gurugram,Q3 2023,Recovery,8.62,15.15,20.48,No,241660,Cloud Engineer,GCP + Docker + Networking,8.8,8.03,7.02,5,3061075,4,Engineering,Yes,0.658,Information Technology,1.99,7.73,6.24
LTIMindtree,Bengaluru,Q2 2023,Growth,10.55,23.22,29.46,No,71985,UI/UX Designer,UX Research + Prototyping,7.06,7.58,6.17,3,1380785,2,Product,No,1.842,Information Technology,0.96,7.24,6.95
Mphasis,Gurugram,Q3 2023,Recession,3.79,14.33,6.73,No,33416,Engineering Manager,Cloud Delivery + Program Governance,6.24,6.85,6.94,0,2829749,3,Management,No,3.782,Information Technology,2.38,7.04,6.4
Infosys,Mumbai,Q1 2025,Recession,8.69,17.47,20.84,Yes,331720,Senior Software Engineer,Node.js + React,7.59,7.92,6.74,6,3707800,3,Engineering,Yes,2.468,Information Technology,2.7,5.24,4.93
Meesho,Bengaluru,Q1 2025,Growth,12.39,9.75,5.43,No,7289,Cloud Engineer,Azure + DevOps + IaC,8.45,7.78,7.43,3,3797942,3,Engineering,Yes,1.501,E-commerce,1.41,5.46,5.1
Tech Mahindra Ltd.,Chennai,Q1 2024,Recovery,9.63,20.08,8.95,No,148527,Data Scientist,PySpark + MLflow + Python,7.8,8.02,6.84,2,2365946,4,Analytics,Yes,0.888,Information Technology,1.95,6.5,5.59
Deloitte India,Noida,Q4 2023,Growth,9.66,13.64,9.73,No,117219,Cloud Engineer,GCP + Docker + Networking,9.47,8.05,8.03,7,2930653,4,Engineering,Yes,0.01,Consulting,0.63,7.31,5.96
Apollo Hospitals,Kolkata,Q1 2025,Stable,10.01,20.02,16.8,No,65806,DevOps Engineer,Terraform + CI/CD + GCP,8.71,8.73,7.85,4,1834312,3,Engineering,Yes,0.061,Healthcare,0.6,6.23,5.07
Fortis Healthcare,Hyderabad,Q3 2024,Stable,5.4,24.09,15.45,No,20321,Cloud Engineer,GCP + Docker + Networking,8.35,8.14,6.73,1,2670308,3,Engineering,Yes,1.685,Healthcare,1.12,5.72,5.46
LTIMindtree,Mumbai,Q4 2025,Growth,9.95,18.63,26.16,No,82497,DevOps Engineer,Linux + Ansible + Observability,8.88,7.89,7.43,1,1584211,3,Engineering,No,1.089,Information Technology,0.76,5.48,5.76
Cognizant India,Mumbai,Q2 2023,Recovery,9.1,17.23,20.08,No,273990,Senior Software Engineer,Node.js + React,7.49,7.91,6.76,3,2957641,4,Engineering,Yes,0.794,Information Technology,2.05,7.23,7.03
PwC India,Ahmedabad,Q2 2024,Recession,3.72,15.34,12.68,Yes,77428,Data Scientist,PySpark + MLflow + Python,8.55,7.57,8.21,4,2760453,4,Analytics,Yes,1.523,Consulting,2.33,6.95,5.89
Cipla,Hyderabad,Q4 2025,Recovery,6.23,19.91,15.14,No,24251,Engineering Manager,Agile + Jira + Architecture Reviews,6.98,6.51,6.88,3,4778656,4,Management,No,0.886,Healthcare,1.68,6.0,5.43
PwC India,Gurugram,Q1 2024,Recovery,9.34,16.65,10.21,No,70804,Software Engineer,Python + FastAPI,8.24,7.19,7.81,3,1692863,4,Engineering,Yes,0.59,Consulting,1.66,6.21,6.14
Persistent Systems,Hyderabad,Q4 2024,Stable,10.27,16.06,18.0,No,23047,Cloud Engineer,GCP + Docker + Networking,8.84,8.42,7.51,1,3096856,5,Engineering,Yes,0.872,Information Technology,1.09,5.6,5.57
PwC India,Ahmedabad,Q1 2024,Recovery,7.21,20.18,15.68,No,72652,Engineering Manager,Cloud Delivery + Program Governance,6.61,6.04,7.35,9,6121235,3,Management,No,1.096,Consulting,1.48,6.92,5.71
Accenture India Pvt Ltd,Hyderabad,Q3 2023,Stable,9.29,17.24,15.05,No,268701,DevOps Engineer,Docker + Kubernetes + AWS,8.41,8.92,7.66,6,2894660,5,Engineering,Yes,0.347,Consulting,0.91,6.78,6.22
EY India,Mumbai,Q2 2025,Stable,7.32,15.52,12.07,No,74729,Software Engineer,Node.js + React,7.98,8.14,7.69,1,1786628,3,Engineering,Yes,1.275,Consulting,0.92,5.6,5.12
Sun Pharma,Gurugram,Q4 2023,Growth,6.64,20.27,3.25,No,41386,Technical Lead,Kubernetes + AWS,7.26,8.48,7.5,7,4061552,4,Engineering,Yes,0.097,Healthcare,0.5,6.2,5.94
IBM India,Mumbai,Q4 2024,Stable,12.26,18.8,15.77,No,148699,Support Engineer,Ticketing + Debugging + Scripting,5.83,7.81,4.87,2,1476311,2,IT,Yes,2.956,Information Technology,1.12,5.4,5.48
Amazon India,Chennai,Q2 2024,Stable,17.95,12.83,24.25,Yes,114032,Cybersecurity Analyst,SIEM + SOC + Threat Hunting,9.44,7.78,8.37,3,3049369,3,IT,No,1.303,E-commerce,1.47,6.11,6.13
Capgemini India,Bengaluru,Q3 2025,Stable,11.65,19.89,12.28,Yes,194288,Recruiter,ATS + LinkedIn Recruiter,5.5,6.11,5.52,3,1193524,3,HR,No,2.829,Consulting,0.98,6.08,5.46
Amazon Development Centre India Pvt Ltd,Bengaluru,Q2 2024,Growth,12.94,11.64,14.8,No,163409,Site Reliability Engineer,Kubernetes + SRE + Observability,8.47,8.09,8.83,5,4351662,4,Engineering,No,0.882,E-commerce,1.32,6.07,5.79
Mahindra & Mahindra,Mumbai,Q4 2023,Recovery,4.54,14.65,4.82,Yes,94173,Engineering Manager,Cloud Delivery + Program Governance,6.64,5.97,6.02,3,3799935,3,Management,Yes,2.528,Manufacturing,2.06,6.72,6.03
IBM India,Bengaluru,Q4 2025,Stable,9.41,17.91,22.19,No,164550,Cloud Engineer,AWS + Terraform + Kubernetes,9.48,8.43,9.8,6,3963616,3,Engineering,No,0.325,Information Technology,1.19,5.5,5.52
Flipkart Internet Pvt Ltd,Hyderabad,Q1 2025,Recovery,11.63,11.38,9.99,Yes,42451,Support Engineer,Application Support + Monitoring,5.57,7.11,6.18,10,1842026,4,IT,No,2.939,E-commerce,2.7,5.73,5.45
HDFC Bank,Gurugram,Q2 2023,Recovery,1.35,19.37,14.52,No,173582,Data Analyst,SQL + Tableau + Python,7.21,8.02,7.02,4,3014240,4,Analytics,No,1.4,Financial Services,1.77,7.74,6.73
Jio Platforms,Bengaluru,Q3 2025,Stable,2.98,11.66,8.7,No,90919,Software Engineer,Java + Spring Boot,8.62,8.12,6.96,9,2471480,4,Engineering,Yes,0.829,Telecommunications,1.58,5.59,5.47
Amazon India,Mumbai,Q4 2023,Recovery,13.52,6.83,13.94,No,132422,Sales Executive,Pipeline Automation + Prospecting Tools,6.05,5.63,6.19,5,1710410,4,Sales,Yes,3.322,E-commerce,2.84,6.49,6.03
ICICI Bank,Mumbai,Q3 2023,Stable,4.6,20.13,9.75,No,116803,Data Analyst,SQL + Power BI + Excel,6.9,8.1,7.29,3,2003009,3,Analytics,Yes,1.422,Financial Services,0.58,6.72,6.09
IBM India,Mumbai,Q3 2024,Stable,9.63,16.38,10.12,No,135412,Product Manager,Product Analytics + SQL + A/B Testing,7.44,7.81,6.69,0,2582000,1,Product,No,2.339,Information Technology,1.2,5.53,5.45
PwC India,Hyderabad,Q3 2025,Growth,6.6,17.99,14.24,No,70170,Software Engineer,Python + FastAPI,8.43,7.34,7.81,3,2105895,5,Engineering,Yes,0.07,Consulting,0.71,5.39,5.16
Axis Bank,Chennai,Q1 2025,Recovery,6.61,20.56,18.8,No,89797,Support Engineer,Application Support + Monitoring,6.15,7.27,5.74,11,1431132,4,IT,No,1.91,Financial Services,1.79,6.07,5.62
ICICI Bank,Pune,Q2 2024,Recovery,2.61,17.33,2.38,Yes,129868,Finance Analyst,SAP + Financial Modeling,6.31,5.79,5.54,2,1265899,3,Finance,No,3.458,Financial Services,1.58,6.61,5.54
Sun Pharma,Pune,Q2 2024,Stable,8.61,15.22,20.03,No,36754,Senior Software Engineer,Java + Spring Boot,7.87,8.6,7.94,3,2541309,4,Engineering,Yes,0.513,Healthcare,1.13,6.38,5.92
Jio Platforms,Chennai,Q2 2025,Recovery,4.97,13.55,8.02,Yes,81143,Software Engineer,Python + FastAPI,8.51,7.81,7.01,3,1582656,3,Engineering,Yes,2.013,Telecommunications,2.35,5.65,5.22
Capgemini India,Hyderabad,Q1 2023,Stable,5.41,20.4,9.88,Yes,175964,Project Manager,Agile + Jira + Stakeholder Management,6.37,6.17,6.49,3,3798815,5,Management,No,1.604,Consulting,0.78,7.52,6.86
Cognizant India,Chennai,Q3 2024,Growth,14.97,21.5,15.95,No,262389,Cloud Engineer,GCP + Docker + Networking,8.87,8.58,6.93,7,3517945,5,Engineering,No,0.273,Information Technology,1.01,5.88,5.53
Tech Mahindra Ltd.,Chennai,Q4 2023,Stable,11.41,19.25,12.62,Yes,149315,Software Engineer,Node.js + React,8.07,7.55,6.49,3,1778422,3,IT,Yes,2.12,Information Technology,1.49,6.43,5.84
Infosys,Ahmedabad,Q4 2023,Recovery,7.0,14.29,19.0,No,313592,Customer Success Manager,CRM + Customer Analytics,6.42,5.71,6.32,5,1585808,4,Operations,Yes,2.764,Information Technology,2.02,7.19,6.0
Google India,Pune,Q2 2024,Stable,6.85,16.26,16.18,No,16137,Business Analyst,SQL + Excel + Process Mapping,6.27,7.32,5.91,2,2652874,4,Management,No,2.129,Information Technology,1.38,6.14,5.46
Mphasis,Mumbai,Q1 2024,Stable,10.22,16.2,18.99,Yes,32322,Data Scientist,Python + ML + SQL,8.29,7.72,8.1,6,2665133,3,Analytics,Yes,0.969,Information Technology,1.4,6.28,5.54
Capgemini India,Bengaluru,Q2 2023,Recession,2.04,17.29,10.29,Yes,164217,Technical Lead,Kubernetes + AWS,7.33,6.92,7.9,11,6057055,4,Engineering,Yes,2.706,Consulting,2.71,7.38,6.79
Infosys,Chennai,Q2 2025,Growth,11.3,19.66,12.69,No,317789,Solution Architect,Cloud Architecture + Microservices,8.2,8.15,7.87,4,4545872,3,Engineering,Yes,0.181,Information Technology,0.9,5.01,5.06
Sun Pharma,Noida,Q4 2024,Recovery,7.67,19.51,13.73,No,40047,DevOps Engineer,Linux + Ansible + Observability,8.18,7.35,6.56,5,2144992,4,Engineering,No,1.021,Healthcare,1.14,6.03,5.44
Tata Consultancy Services (TCS),Mumbai,Q3 2024,Growth,12.61,17.92,18.32,No,551194,Software Engineer,Node.js + React,9.12,8.38,7.85,14,3363578,5,Engineering,Yes,0.01,Information Technology,1.03,5.92,5.52
Tata Consultancy Services (TCS),Bengaluru,Q1 2024,Recovery,12.75,20.55,15.59,No,553897,Cloud Engineer,Azure + DevOps + IaC,8.33,7.45,7.5,4,4051737,5,Engineering,No,0.906,Information Technology,2.14,6.43,5.9
Accenture India Pvt Ltd,Bengaluru,Q3 2025,Growth,9.96,16.23,7.35,No,341307,Software Engineer,Node.js + React,8.06,8.05,6.25,3,1687853,3,Engineering,No,1.419,Consulting,0.94,5.68,5.56
Netflix India,Mumbai,Q1 2025,Growth,12.19,16.85,11.82,No,2921,Software Engineer,Java + Spring Boot,8.96,8.16,5.97,5,3092844,5,Engineering,Yes,0.84,Information Technology,1.11,5.67,5.6
Accenture India Pvt Ltd,Chennai,Q2 2024,Stable,8.66,21.04,18.98,No,336539,Project Manager,Agile + Jira + Stakeholder Management,6.11,5.94,5.41,6,4762307,5,Management,No,1.278,Consulting,1.13,5.92,6.31
Accenture India Pvt Ltd,Bengaluru,Q4 2024,Growth,14.06,20.76,26.88,Yes,322738,Sales Executive,CRM + Sales Analytics,6.26,6.26,5.02,3,2395645,4,Sales,No,2.79,Consulting,0.95,5.5,5.22
HDFC Bank,Mumbai,Q1 2025,Growth,12.71,20.69,17.94,No,179972,Senior Software Engineer,Python + Django,7.91,8.41,5.79,7,3280093,4,Engineering,No,0.308,Financial Services,0.87,5.76,5.52
PwC India,Gurugram,Q2 2024,Recovery,8.51,18.19,18.45,Yes,66770,Cloud Engineer,Azure + DevOps + IaC,9.44,7.81,8.66,2,2127342,3,Engineering,Yes,0.304,Consulting,1.64,6.04,5.49
HDFC Bank,Kochi,Q3 2023,Stable,5.1,22.24,9.38,No,163780,Product Manager,Roadmapping + Jira + Experimentation,7.6,7.5,7.11,3,2977505,3,Product,Yes,0.907,Financial Services,0.89,7.11,6.13
Capgemini India,Chennai,Q4 2023,Stable,9.84,18.64,12.44,No,169197,Software Engineer,Node.js + React,8.15,8.37,7.17,9,1398480,3,Engineering,Yes,0.814,Consulting,0.64,6.97,6.28
IBM India,Hyderabad,Q3 2024,Stable,11.44,21.8,10.07,No,162231,Cloud Engineer,GCP + Docker + Networking,8.03,8.47,7.7,8,3097678,4,Engineering,Yes,0.633,Information Technology,1.44,5.83,5.24
Larsen & Toubro,Hyderabad,Q2 2025,Growth,4.54,13.15,14.03,No,50408,Software Engineer,Java + Spring Boot,8.67,8.99,7.13,4,1876932,5,Engineering,No,0.362,Manufacturing,0.78,5.46,5.31
Deloitte India,Kolkata,Q4 2025,Stable,9.39,19.87,11.34,No,113582,Sales Executive,Pipeline Automation + Prospecting Tools,5.57,5.61,4.75,8,1474362,3,Sales,No,2.452,Consulting,1.11,6.64,5.33
Infosys,Noida,Q4 2024,Recession,3.87,20.55,11.62,No,355043,QA Engineer,Playwright + CI Test Automation,5.96,7.72,6.47,3,1214477,2,Engineering,Yes,2.794,Information Technology,2.48,6.12,5.52
Cognizant India,Bengaluru,Q1 2023,Recession,3.71,16.72,13.26,No,258533,Cybersecurity Analyst,VAPT + Incident Response,8.47,6.12,7.7,1,2069743,3,IT,Yes,2.277,Information Technology,2.38,7.65,6.62
Persistent Systems,Gurugram,Q3 2025,Recovery,8.51,17.36,20.82,Yes,26284,Cloud Engineer,Azure + DevOps + IaC,8.93,8.11,8.51,3,2990078,5,Engineering,No,1.155,Information Technology,1.9,5.71,5.6
